통계분야,통계유형,통계명,통계표명,랜딩페이지주소
국토/도시,승인통계,건축물통계,면적별 건축물 현황,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=19&hFormId=540
국토/도시,승인통계,건축물통계,면적별 건축물 현황(50만_이상_도시),https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=19&hFormId=5391
국토/도시,승인통계,건축물통계,소유구분별 건축물 현황,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=19&hFormId=560
국토/도시,승인통계,건축물통계,소유구분별 건축물 현황(50만_이상_도시),https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=19&hFormId=5392
국토/도시,승인통계,건축물통계,용도별 건축물 현황,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=19&hFormId=522
국토/도시,승인통계,건축물통계,용도별 건축물 현황(50만_이상_도시),https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=19&hFormId=5389
국토/도시,승인통계,건축물통계,층수별 건축물 현황,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=19&hFormId=524
국토/도시,승인통계,건축물통계,층수별 건축물 현황(50만_이상_도시),https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=19&hFormId=5390
국토/도시,승인통계,건축허가 및 착공통계,동수별 연면적별 건축착공현황,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=466&hFormId=6905
국토/도시,승인통계,건축허가 및 착공통계,동수별 연면적별 건축허가현황,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=466&hFormId=6906
국토/도시,승인통계,건축허가 및 착공통계,시도별 건축물착공현황,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=466&hFormId=2202
국토/도시,승인통계,건축허가 및 착공통계,시도별 건축허가현황,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=466&hFormId=2200
국토/도시,승인통계,건축허가 및 착공통계,연도별 건축물착공현황,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=466&hFormId=2264
국토/도시,승인통계,건축허가 및 착공통계,연도별 건축허가현황,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=466&hFormId=2260
국토/도시,승인통계,국토지리정보현황,공공측량현황,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=13&hFormId=6717
국토/도시,승인통계,국토지리정보현황,국가 측량 기준점 설치현황,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=13&hFormId=6793
국토/도시,승인통계,국토지리정보현황,수치지도 제작 및 수정현황,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=13&hFormId=450
국토/도시,승인통계,국토지리정보현황,자연지명현황,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=13&hFormId=6794
국토/도시,승인통계,국토지리정보현황,종료_공공측량현황,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=13&hFormId=448
국토/도시,승인통계,국토지리정보현황,종료_국가 측량 기준점 설치현황,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=13&hFormId=446
국토/도시,승인통계,국토지리정보현황,종료_자연지명현황,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=13&hFormId=454
국토/도시,승인통계,국토지리정보현황,종료_종이지도 제작 및 수정현황,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=13&hFormId=452
국토/도시,승인통계,국토지리정보현황,종료_측량업 등록업체현황,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=13&hFormId=456
국토/도시,승인통계,국토지리정보현황,종이지도 제작 및 수정현황,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=13&hFormId=6795
국토/도시,승인통계,국토지리정보현황,측량업 등록업체현황,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=13&hFormId=6796
국토/도시,승인통계,도시정비사업현황,1-1. 연도별 주거환경개선사업 현황,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=17&hFormId=6187
국토/도시,승인통계,도시정비사업현황,1-2. 시도별 주거환경개선사업 현황 누계,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=17&hFormId=6188
국토/도시,승인통계,도시정비사업현황,2-1. 연도별 재개발사업 현황,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=17&hFormId=6189
국토/도시,승인통계,도시정비사업현황,2-2. 시도별 재개발사업 현황 누계,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=17&hFormId=6190
국토/도시,승인통계,도시정비사업현황,3-1. 연도별 재건축사업 현황,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=17&hFormId=6191
국토/도시,승인통계,도시정비사업현황,3-2. 시도별 재건축사업 현황 누계,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=17&hFormId=6192
국토/도시,승인통계,도시정비사업현황,3-3. 연도별 서울시 재건축사업 현황,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=17&hFormId=6193
국토/도시,승인통계,도시정비사업현황,4-1. 연도별 가로주택정비사업 현황,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=17&hFormId=6194
국토/도시,승인통계,도시정비사업현황,4-2. 시도별 가로주택정비사업 현황 누계,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=17&hFormId=6195
국토/도시,승인통계,도시정비사업현황,도시정비사업 통계현황,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=17&hFormId=6899
국토/도시,행정자료,개발제한구역현황,권역별 지정 및 해제현황,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=18&hFormId=516
국토/도시,행정자료,개발제한구역현황,시도별 해제현황,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=18&hFormId=518
국토/도시,행정자료,건축사현황,건축사 배출 현황,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=372&hFormId=3754
국토/도시,행정자료,건축사현황,건축사(건축사보) 및 건축사사무소 현황,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=372&hFormId=5633
국토/도시,행정자료,국토계획,국토지표의 진전,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=3&hFormId=394
국토/도시,행정자료,도시개발사업현황,1. 도시개발사업현황_총괄표,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=16&hFormId=5648
국토/도시,행정자료,도시개발사업현황,2. 도시개발사업현황(신규지정),https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=16&hFormId=5631
국토/도시,행정자료,도시개발사업현황,3. 도시개발사업현황(진행사업),https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=16&hFormId=1232
국토/도시,행정자료,도시개발사업현황,4. 도시개발사업현황(완료사업),https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=16&hFormId=5629
국토/도시,행정자료,도시개발사업현황,5. 도시개발사업현황(해제사업),https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=16&hFormId=5630
국토/도시,행정자료,산업단지 현황,국가산업단지현황,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=12&hFormId=1820
국토/도시,행정자료,산업단지 현황,도시첨단산업단지현황,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=12&hFormId=1824
국토/도시,행정자료,산업단지 현황,일반산업단지현황,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=12&hFormId=1822
국토/도시,행정자료,수도권계획,과밀부담금 현황,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=11&hFormId=5806
국토/도시,행정자료,수도권계획,수도권 권역현황,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=11&hFormId=430
국토/도시,행정자료,지역균형발전계획('15년 이후 추가 지정없음),개발촉진지구 지정현황,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=6&hFormId=400
국토/도시,행정자료,지역균형발전계획('15년 이후 추가 지정없음),거점지역형 지역개발계획현황,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=6&hFormId=420
국토/도시,행정자료,지역균형발전계획('15년 이후 추가 지정없음),공공기관이전 및 혁신도시현황,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=6&hFormId=426
국토/도시,행정자료,지역균형발전계획('15년 이후 추가 지정없음),광역권 지정현황,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=6&hFormId=398
국토/도시,행정자료,지역균형발전계획('15년 이후 추가 지정없음),기업도시현황,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=6&hFormId=428
국토/도시,행정자료,지역균형발전계획('15년 이후 추가 지정없음),전국 시.도별 지역행복생활권 구성 현황,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=6&hFormId=5706
국토/도시,행정자료,지역균형발전계획('15년 이후 추가 지정없음),행정중심복합도시 예정지역 토지이용계획표,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=6&hFormId=424
국토/도시,행정자료,지역균형발전계획('15년 이후 추가 지정없음),행정중심복합도시현황,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=6&hFormId=422
주택,승인통계,미분양주택현황보고,공사완료후 미분양현황,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=32&hFormId=5328
주택,승인통계,미분양주택현황보고,규모별 미분양현황,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=32&hFormId=2080
주택,승인통계,미분양주택현황보고,미분양현황_종합,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=32&hFormId=2086
주택,승인통계,미분양주택현황보고,시·군·구별 미분양현황,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=32&hFormId=2082
주택,승인통계,아파트주거환경통계,사업주체별 규모 현황,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=33&hFormId=748
주택,승인통계,아파트주거환경통계,사업주체별 부대복리시설 현황,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=33&hFormId=798
주택,승인통계,아파트주거환경통계,사업주체별 부대복리시설현황,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=33&hFormId=6042
주택,승인통계,아파트주거환경통계,사업주체별 지역별 규모 현황,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=33&hFormId=802
주택,승인통계,아파트주거환경통계,사업주체별 지역별 층수 현황,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=33&hFormId=800
주택,승인통계,아파트주거환경통계,사업주체별 층수 현황,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=33&hFormId=730
주택,승인통계,아파트주거환경통계,연도별 사업주체별 건설현황,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=33&hFormId=692
주택,승인통계,아파트주거환경통계,준공연도별 규모현황,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=33&hFormId=690
주택,승인통계,아파트주거환경통계,준공연도별 지역별 규모 현황,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=33&hFormId=804
주택,승인통계,아파트주거환경통계,지역별 규모현황,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=33&hFormId=682
주택,승인통계,아파트주거환경통계,지역별 난방방식 현황,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=33&hFormId=756
주택,승인통계,아파트주거환경통계,지역별 단지면적 현황,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=33&hFormId=752
주택,승인통계,아파트주거환경통계,지역별 대중교통 및 교육시설 인접현황,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=33&hFormId=5419
주택,승인통계,아파트주거환경통계,지역별 동수 현황,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=33&hFormId=760
주택,승인통계,아파트주거환경통계,지역별 방범시설 및 조경면적 현황,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=33&hFormId=6038
주택,승인통계,아파트주거환경통계,지역별 방범시설 및 주택품질 현황,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=33&hFormId=5420
주택,승인통계,아파트주거환경통계,지역별 부대 복리 시설현황,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=33&hFormId=6041
주택,승인통계,아파트주거환경통계,지역별 부대 복리 시설현황,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=33&hFormId=694
주택,승인통계,아파트주거환경통계,지역별 용도지역 현황,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=33&hFormId=754
주택,승인통계,아파트주거환경통계,지역별 일반 면적현황,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=33&hFormId=6039
주택,승인통계,아파트주거환경통계,지역별 주차장 시설 현황,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=33&hFormId=696
주택,승인통계,아파트주거환경통계,지역별 주차장 시설현황,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=33&hFormId=6040
주택,승인통계,아파트주거환경통계,지역별 집단가스시설 현황,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=33&hFormId=758
주택,승인통계,아파트주거환경통계,지역별 층수 현황,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=33&hFormId=722
주택,승인통계,아파트주거환경통계,지역별 평면형식현황,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=33&hFormId=674
주택,승인통계,아파트주거환경통계,층수별 동수 현황,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=33&hFormId=716
주택,승인통계,아파트주거환경통계,층수별 평면형식 현황,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=33&hFormId=702
주택,승인통계,아파트주거환경통계,평면형식별 규모 현황,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=33&hFormId=740
주택,승인통계,아파트주거환경통계,평면형식별 지역별 규모 현황,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=33&hFormId=688
주택,승인통계,아파트주거환경통계,평면형식별 지역별 층수 현황,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=33&hFormId=792
주택,승인통계,임대주택통계,1-1. 임대주택 공급현황,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=37&hFormId=6826
주택,승인통계,임대주택통계,1-2. 민간임대주택 공급현황,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=37&hFormId=6827
주택,승인통계,임대주택통계,2-1. 임대주택 재고현황,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=37&hFormId=6825
주택,승인통계,임대주택통계,2-2. 민간임대주택 재고현황,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=37&hFormId=6828
주택,승인통계,임대주택통계,3. 분양전환 실적현황,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=37&hFormId=6829
주택,승인통계,임대주택통계,4. 시도별 임대사업자 현황,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=37&hFormId=6830
주택,승인통계,임대주택통계,분양전환 실적 및 공가현황(2009 ~ 2019_종료),https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=37&hFormId=812
주택,승인통계,임대주택통계,시도별 임대사업자 및 임대호수 현황(1994 ~ 2019_종료),https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=37&hFormId=826
주택,승인통계,임대주택통계,연도별 임대사업자 및 임대호수 현황(1994 ~ 2019_종료),https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=37&hFormId=842
주택,승인통계,임대주택통계,임대주택 재고현황(2007 ~ 2019_종료),https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=37&hFormId=840
주택,승인통계,임대주택통계,임대주택공급실적(2007 ~ 2019_종료),https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=37&hFormId=1248
주택,승인통계,주거실태조사,(일반가구)지역별 소득계층별 점유형태,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=327&hFormId=6908
주택,승인통계,주거실태조사,(일반가구)지역별 소득계층별 점유형태(종료),https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=327&hFormId=6689
주택,승인통계,주거실태조사,(일반가구)지역별 소득계층별 점유형태(종료),https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=327&hFormId=5405
주택,승인통계,주거실태조사,(일반가구)지역별 소득계층별 주택유형,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=327&hFormId=5727
주택,승인통계,주거실태조사,(일반가구)지역별 소득별 무주택기간,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=327&hFormId=6031
주택,승인통계,주거실태조사,(일반가구)지역별 소득별 최초주택마련소요년수,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=327&hFormId=6032
주택,승인통계,주거실태조사,(일반가구)지역별 소득별 현재주택 거주기간,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=327&hFormId=6033
주택,승인통계,주거실태조사,(일반가구)행정구역별 무주택기간,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=327&hFormId=6034
주택,승인통계,주거실태조사,(일반가구)행정구역별 점유형태,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=327&hFormId=6909
주택,승인통계,주거실태조사,(일반가구)행정구역별 점유형태(종료),https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=327&hFormId=5402
주택,승인통계,주거실태조사,(일반가구)행정구역별 점유형태(종료),https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=327&hFormId=6690
주택,승인통계,주거실태조사,(일반가구)행정구역별 주택유형,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=327&hFormId=5403
주택,승인통계,주거실태조사,(일반가구)행정구역별 현재주택 거주기간,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=327&hFormId=6035
주택,승인통계,주거실태조사,(일반가구)행정구열별 최초주택마련소요년수,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=327&hFormId=6036
주택,승인통계,주택건설실적통계(분양),주택건설 분양실적(공동주택),https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=488&hFormId=5557
주택,승인통계,주택건설실적통계(인허가),부문별 주택건설 인허가실적,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=31&hFormId=626
주택,승인통계,주택건설실적통계(인허가),부문별 주택건설 인허가실적(월별 누계),https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=31&hFormId=1946
주택,승인통계,주택건설실적통계(인허가),주택건설 인허가실적 총괄,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=31&hFormId=618
주택,승인통계,주택건설실적통계(인허가),주택규모별 주택건설 인허가실적,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=31&hFormId=668
주택,승인통계,주택건설실적통계(인허가),주택규모별 주택건설 인허가실적(월별 누계),https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=31&hFormId=1952
주택,승인통계,주택건설실적통계(인허가),주택유형별 주택건설 인허가실적,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=31&hFormId=664
주택,승인통계,주택건설실적통계(인허가),주택유형별 주택건설 인허가실적(월별 누계),https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=31&hFormId=1948
주택,승인통계,주택건설실적통계(인허가),지역별 주택건설 인허가실적,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=31&hFormId=666
주택,승인통계,주택건설실적통계(준공),주택건설 준공실적(월계),https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=468&hFormId=5372
주택,승인통계,주택건설실적통계(준공),주택규모별 주택건설 준공실적(월계),https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=468&hFormId=5374
주택,승인통계,주택건설실적통계(준공),주택유형별 주택건설 준공실적(월계),https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=468&hFormId=5373
주택,승인통계,주택건설실적통계(착공),주택건설 착공실적(월계),https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=471&hFormId=5386
주택,승인통계,주택건설실적통계(착공),주택규모별 주택건설 착공실적(월계),https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=471&hFormId=5388
주택,승인통계,주택건설실적통계(착공),주택유형별 주택건설 착공실적(월계),https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=471&hFormId=5387
주택,승인통계,주택도시기금 및 주택분양보증현황,국민주택채권발행현황,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=35&hFormId=808
주택,승인통계,주택도시기금 및 주택분양보증현황,주택도시기금 대출실적,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=35&hFormId=806
주택,승인통계,주택도시기금 및 주택분양보증현황,주택도시기금 운용현황,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=35&hFormId=5550
주택,승인통계,주택도시기금 및 주택분양보증현황,주택도시기금 조성현황,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=35&hFormId=814
주택,승인통계,주택도시기금 및 주택분양보증현황,주택분양보증현황,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=35&hFormId=810
주택,승인통계,주택보급률,(舊)주택보급률(종료),https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=29&hFormId=592
주택,승인통계,주택보급률,(新)주택보급률,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=29&hFormId=2100
주택,승인통계,주택보급률,인구천인당 주택수,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=29&hFormId=594
주택,승인통계,주택보급률,주택멸실현황,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=29&hFormId=5416
주택,승인통계,주택이외의거처 주거실태조사,01. 거처 유형,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=516&hFormId=6081
주택,승인통계,주택이외의거처 주거실태조사,02. 현재 거처를 쪽방으로 인식하는지 여부,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=516&hFormId=6082
주택,승인통계,주택이외의거처 주거실태조사,03. 가구 월평균 소득,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=516&hFormId=6086
주택,승인통계,주택이외의거처 주거실태조사,04. 가구주의 학력,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=516&hFormId=6084
주택,승인통계,주택이외의거처 주거실태조사,05. 가구주의 혼인 상태,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=516&hFormId=6085
주택,승인통계,주택이외의거처 주거실태조사,06. 가구주의 경제활동,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=516&hFormId=6087
주택,승인통계,주택이외의거처 주거실태조사,07. 가구주가 일을 하고 있지 않은 이유,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=516&hFormId=6088
주택,승인통계,주택이외의거처 주거실태조사,08. 수급가구 여부,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=516&hFormId=6089
