통계분야,통계유형,통계명,통계표명,랜딩페이지주소
주택,승인통계,주택이외의거처 주거실태조사,09. 비수급가구의 수급 신청 경험,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=516&hFormId=6090
주택,승인통계,주택이외의거처 주거실태조사,10. 비수급가구가 수급 신청을 했으나 선정되지 않은 이유,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=516&hFormId=6091
주택,승인통계,주택이외의거처 주거실태조사,11. 비수급가구가 수급 신청을 하지 않은 이유,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=516&hFormId=6092
주택,승인통계,주택이외의거처 주거실태조사,12. 주민등록 등재 위치,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=516&hFormId=6093
주택,승인통계,주택이외의거처 주거실태조사,13. 가구원 중 금융채무불이행자 유무,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=516&hFormId=6094
주택,승인통계,주택이외의거처 주거실태조사,14. 가구 형태,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=516&hFormId=6095
주택,승인통계,주택이외의거처 주거실태조사,15. 가족으로 이루어진 가구의 구성,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=516&hFormId=6096
주택,승인통계,주택이외의거처 주거실태조사,16. 가구원 중 장애인 유무,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=516&hFormId=6097
주택,승인통계,주택이외의거처 주거실태조사,17. 가구원 중 외국인·귀화한국인 유무,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=516&hFormId=6099
주택,승인통계,주택이외의거처 주거실태조사,18. 타지 주택 보유 여부,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=516&hFormId=6100
주택,승인통계,주택이외의거처 주거실태조사,19. 주택이외의 거처 거주 시작 시기,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=516&hFormId=6101
주택,승인통계,주택이외의거처 주거실태조사,20. 현재 거처에서의 거주 기간,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=516&hFormId=6102
주택,승인통계,주택이외의거처 주거실태조사,21. 현재 거처를 찾은 경로,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=516&hFormId=6103
주택,승인통계,주택이외의거처 주거실태조사,22. 현재 거처 선택 이유,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=516&hFormId=6104
주택,승인통계,주택이외의거처 주거실태조사,23. 현재 거처에서 겪는 주된 어려움,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=516&hFormId=6105
주택,승인통계,주택이외의거처 주거실태조사,24. 주거 전용면적,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=516&hFormId=6106
주택,승인통계,주택이외의거처 주거실태조사,25. 거주 층,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=516&hFormId=6107
주택,승인통계,주택이외의거처 주거실태조사,26. 가구의 사용 방 수,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=516&hFormId=6108
주택,승인통계,주택이외의거처 주거실태조사,27. 시설 설치 비율,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=516&hFormId=6109
주택,승인통계,주택이외의거처 주거실태조사,28. 난방시설 유무 및 사용 여부,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=516&hFormId=6098
주택,승인통계,주택이외의거처 주거실태조사,29. 현재 거처의 점유 형태,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=516&hFormId=6110
주택,승인통계,주택이외의거처 주거실태조사,30. 자가 가구의 매입가격,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=516&hFormId=6111
주택,승인통계,주택이외의거처 주거실태조사,31. 월세 가구의 보증금,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=516&hFormId=6112
주택,승인통계,주택이외의거처 주거실태조사,32. 월세 가구의 월세,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=516&hFormId=6113
주택,승인통계,주택이외의거처 주거실태조사,33. 월세 가구의 월세 연체 경험,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=516&hFormId=6114
주택,승인통계,주택이외의거처 주거실태조사,34. 월평균 공과금과 관리비,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=516&hFormId=6115
주택,승인통계,주택이외의거처 주거실태조사,35. 임대차 계약서 작성 여부 및 계약 기간,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=516&hFormId=6116
주택,승인통계,주택이외의거처 주거실태조사,36. 현재 거처의 물리적 상태에 대한 평가,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=516&hFormId=6117
주택,승인통계,주택이외의거처 주거실태조사,37. 거처가 생활하기에 비좁은지에 대한 평가,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=516&hFormId=6118
주택,승인통계,주택이외의거처 주거실태조사,38. 채광이 안되는지에 대한 평가,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=516&hFormId=6119
주택,승인통계,주택이외의거처 주거실태조사,39. 소음이 심한지에 대한 평가,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=516&hFormId=6120
주택,승인통계,주택이외의거처 주거실태조사,40. 습기와 곰팡이가 많은지에 대한 평가,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=516&hFormId=6121
주택,승인통계,주택이외의거처 주거실태조사,41. 통풍이 잘되지 않고 악취가 심한지에 대한 평가,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=516&hFormId=6122
주택,승인통계,주택이외의거처 주거실태조사,42. 쥐나 바퀴벌레 등으로 위생상태가 나쁜지에 대한 평가,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=516&hFormId=6123
주택,승인통계,주택이외의거처 주거실태조사,"43. 천장, 벽 등에 물이 새는 곳이 있는지에 대한 평가",https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=516&hFormId=6124
주택,승인통계,주택이외의거처 주거실태조사,44. 건물이 노후화되어 붕괴 위험이 있는지에 대한 평가,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=516&hFormId=6125
주택,승인통계,주택이외의거처 주거실태조사,45. 화재 위험이 있는지에 대한 평가,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=516&hFormId=6126
주택,승인통계,주택이외의거처 주거실태조사,46. 낯선 사람의 침입에 취약한지에 대한 평가,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=516&hFormId=6127
주택,승인통계,주택이외의거처 주거실태조사,47. 겨울철 적절한 실내 온도 유지 여부,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=516&hFormId=6128
주택,승인통계,주택이외의거처 주거실태조사,48. 겨울철 적절한 실내 온도 유지가 어려운 이유,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=516&hFormId=6129
주택,승인통계,주택이외의거처 주거실태조사,49. 하루 평균 고시원에 머무는 시간(평일),https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=516&hFormId=6130
주택,승인통계,주택이외의거처 주거실태조사,50. 하루 평균 고시원에 머무는 시간(주말),https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=516&hFormId=6131
주택,승인통계,주택이외의거처 주거실태조사,51. 하루 평균 고시원 제공 식사 이용 횟수,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=516&hFormId=6132
주택,승인통계,주택이외의거처 주거실태조사,52. 고시원에 대한 공공 규제 필요 부분,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=516&hFormId=6133
주택,승인통계,주택이외의거처 주거실태조사,53. 지난 1년 간 주거비가 부담스러운 정도,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=516&hFormId=6134
주택,승인통계,주택이외의거처 주거실태조사,54. 주거비 부담으로 식료품비를 줄인 경험 여부,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=516&hFormId=6135
주택,승인통계,주택이외의거처 주거실태조사,55. 거처에 대해 전반적으로 만족하며 계속 살아도 좋은지에 대한 의견,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=516&hFormId=6136
주택,승인통계,주택이외의거처 주거실태조사,56. 지금 형편에서 더 좋은 거처를 찾기 어려운지에 대한 의견,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=516&hFormId=6137
주택,승인통계,주택이외의거처 주거실태조사,57. 현재 거처의 상태가 주거비에 비해 적당한지에 대한 의견,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=516&hFormId=6138
주택,승인통계,주택이외의거처 주거실태조사,58. 현재 거처에서의 이웃과의 관계,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=516&hFormId=6139
주택,승인통계,주택이외의거처 주거실태조사,59. 어려울 때 도움을 받을 수 있는 곳,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=516&hFormId=6140
주택,승인통계,주택이외의거처 주거실태조사,60. 현재 거처에서의 퇴거 위협 여부,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=516&hFormId=6141
주택,승인통계,주택이외의거처 주거실태조사,61. 현재 거처에서 계속 거주 의사 여부,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=516&hFormId=6142
주택,승인통계,주택이외의거처 주거실태조사,62. 현재 거처에서 계속 거주하고 싶은 이유,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=516&hFormId=6143
주택,승인통계,주택이외의거처 주거실태조사,63. 이주를 계획하는 이유,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=516&hFormId=6144
주택,승인통계,주택이외의거처 주거실태조사,64. 주거 관련 정보제공 및 상담을 받은 경험,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=516&hFormId=6145
주택,승인통계,주택이외의거처 주거실태조사,65. 주거복지 프로그램 이용 경험,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=516&hFormId=6146
주택,승인통계,주택이외의거처 주거실태조사,66. 가장 필요한 주거복지 프로그램,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=516&hFormId=6147
주택,승인통계,주택이외의거처 주거실태조사,67. 필요한 주거복지 프로그램을 이용하지 못하는 이유,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=516&hFormId=6148
주택,승인통계,주택이외의거처 주거실태조사,68. 공공임대주택 입주 의사,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=516&hFormId=6149
주택,승인통계,주택이외의거처 주거실태조사,69. 공공임대주택에 입주하려는 이유,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=516&hFormId=6150
주택,승인통계,주택이외의거처 주거실태조사,70. 공공임대주택 입주 의사가 없는 이유,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=516&hFormId=6151
주택,승인통계,주택이외의거처 주거실태조사,71. 공유주택 거주 의사,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=516&hFormId=6152
주택,승인통계,주택이외의거처 주거실태조사,72. 독립적인 생활을 위해 다른 사람의 도움 필요 여부,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=516&hFormId=6153
주택,승인통계,주택이외의거처 주거실태조사,73. 사회복지서비스에 대한 소요,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=516&hFormId=6154
주택,행정자료,공동주택 현황,공동주택현황,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=419&hFormId=5882
주택,행정자료,공동주택 현황,공동주택현황_세대수별단지(13년 이후 작성중지),https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=419&hFormId=4728
주택,행정자료,공동주택 현황,면적별 공동주택(13년 이후 작성중지),https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=419&hFormId=4724
주택,행정자료,공동주택 현황,사용년수별 공동주택(13년 이후 작성중지),https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=419&hFormId=5396
주택,행정자료,공동주택 현황,층별 공동주택(13년 이후 작성중지),https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=419&hFormId=5397
주택,행정자료,도시형생활주택 인허가 실적,도시형생활주택 인허가 실적,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=489&hFormId=5558
주택,행정자료,입주자저축가입자현황,입주자저축가입자현황(시도별),https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=36&hFormId=828
주택,행정자료,입주자저축가입자현황,입주자저축가입자현황(연도별),https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=36&hFormId=830
주택,행정자료,주택사업자현황,시도별주택사업자현황,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=381&hFormId=5367
토지,승인통계,공간정보산업조사,공간정보 관련 매출액,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=492&hFormId=5671
토지,승인통계,공간정보산업조사,공간정보산업조사_총괄,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=492&hFormId=5663
토지,승인통계,공간정보산업조사,사업체 전체 매출액,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=492&hFormId=5670
토지,승인통계,공간정보산업조사,종사자 근속년수 구성비,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=492&hFormId=5667
토지,승인통계,공간정보산업조사,종사자 성별 구성비,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=492&hFormId=5665
토지,승인통계,공간정보산업조사,종사자 업무분야 구성비,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=492&hFormId=5669
토지,승인통계,공간정보산업조사,종사자 연령 구성비,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=492&hFormId=5666
토지,승인통계,공간정보산업조사,종사자 지위 구성비,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=492&hFormId=5714
토지,승인통계,공간정보산업조사,종사자 지위 구성비(종료),https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=492&hFormId=5664
토지,승인통계,공간정보산업조사,종사자 학력 구성비,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=492&hFormId=5668
토지,승인통계,외국인토지현황,1. 전국 외국인 토지보유현황,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=26&hFormId=6044
토지,승인통계,외국인토지현황,2.시도별 외국인 토지보유현황,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=26&hFormId=6045
토지,승인통계,외국인토지현황,시도별 외국인 토지보유현황(종료),https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=26&hFormId=1132
토지,승인통계,외국인토지현황,시도별 외국인 토지보유현황(종료),https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=26&hFormId=5878
토지,승인통계,외국인토지현황,전국 외국인 토지보유현황(종료),https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=26&hFormId=1134
토지,승인통계,외국인토지현황,전국 외국인 토지보유현황(종료),https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=26&hFormId=5879
토지,승인통계,지적통계,소유구분별·지목별 국토이용현황,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=24&hFormId=1182
토지,승인통계,지적통계,행정구역별·소유구분별 국토이용현황,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=24&hFormId=5408
토지,승인통계,지적통계,행정구역별·지목별 국토이용현황,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=24&hFormId=1246
토지,승인통계,지적통계,행정구역별·지목별 국토이용현황_시군구,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=24&hFormId=2300
토지,승인통계,택지예정지구지정 및 공급현황,시행자별 택지지정 및 공급현황,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=28&hFormId=5546
토지,승인통계,택지예정지구지정 및 공급현황,지역별 택지지정 및 공급현황,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=28&hFormId=5547
토지,승인통계,토지소유현황,01. 토지 소유구분별 기본 현황,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=25&hFormId=6058
토지,승인통계,토지소유현황,01. 토지 소유구분별 기본 현황_시군구,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=25&hFormId=6214
토지,승인통계,토지소유현황,01.토지 소유구분별 기본 현황(종료),https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=25&hFormId=5730
토지,승인통계,토지소유현황,01.토지 소유구분별 기본 현황(종료),https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=25&hFormId=5890
토지,승인통계,토지소유현황,02. 토지 용도지역별 기본 현황,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=25&hFormId=6059
토지,승인통계,토지소유현황,02. 토지 용도지역별 기본 현황_시군구,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=25&hFormId=6215
토지,승인통계,토지소유현황,02.토지 용도지역별 기본 현황(종료),https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=25&hFormId=5731
토지,승인통계,토지소유현황,03. 토지 지목별 기본 현황,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=25&hFormId=6060
토지,승인통계,토지소유현황,03. 토지 지목별 기본 현황_시군구,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=25&hFormId=6216
토지,승인통계,토지소유현황,03.토지 지목별 기본 현황(종료),https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=25&hFormId=5732
토지,승인통계,토지소유현황,04.토지거래 회전율 기본 현황,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=25&hFormId=6055
토지,승인통계,토지소유현황,04.토지거래 회전율 기본 현황_시군구,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=25&hFormId=6218
토지,승인통계,토지소유현황,05.개인 토지의 용도지역별 현황,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=25&hFormId=6061
토지,승인통계,토지소유현황,05.개인 토지의 용도지역별 현황(종료),https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=25&hFormId=5733
토지,승인통계,토지소유현황,05.개인 토지의 용도지역별 현황_시군구,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=25&hFormId=6219
토지,승인통계,토지소유현황,06.개인 토지의 지목별 현황,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=25&hFormId=6062
토지,승인통계,토지소유현황,06.개인 토지의 지목별 현황(종료),https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=25&hFormId=5734
토지,승인통계,토지소유현황,06.개인 토지의 지목별 현황_시군구,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=25&hFormId=6220
토지,승인통계,토지소유현황,07.개인 토지의 면적규모별 소유자수 현황,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=25&hFormId=5900
토지,승인통계,토지소유현황,07.개인 토지의 면적규모별 소유자수 현황_시군구,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=25&hFormId=6221
토지,승인통계,토지소유현황,08.개인 토지의 가액규모별 소유자수 현황,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=25&hFormId=5901
토지,승인통계,토지소유현황,08.개인 토지의 가액규모별 소유자수 현황_시군구,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=25&hFormId=6222
토지,승인통계,토지소유현황,09.개인 토지의 순위별 소유현황,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=25&hFormId=6589
토지,승인통계,토지소유현황,09.개인 토지의 순위별 소유현황_시군구,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=25&hFormId=6223
토지,승인통계,토지소유현황,10.개인 토지의 면적규모별 소유세대수 현황,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=25&hFormId=5902
토지,승인통계,토지소유현황,10.개인 토지의 면적규모별 소유세대수 현황_시군구,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=25&hFormId=6224
토지,승인통계,토지소유현황,11.개인 토지의 가액규모별 소유세대수 현황,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=25&hFormId=5903
토지,승인통계,토지소유현황,11.개인 토지의 가액규모별 소유세대수 현황_시군구,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=25&hFormId=6225
토지,승인통계,토지소유현황,12.개인 토지의 소유세대순위별 소유현황,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=25&hFormId=6590
토지,승인통계,토지소유현황,12.개인 토지의 소유세대순위별 소유현황_시군구,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=25&hFormId=6226
토지,승인통계,토지소유현황,13.개인 토지의 10분위별 소유세대현황,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=25&hFormId=5741
토지,승인통계,토지소유현황,14.개인 토지의 100분위별 소유세대현황,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=25&hFormId=5904
토지,승인통계,토지소유현황,15.개인 토지의 연령별 소유현황,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=25&hFormId=6074
토지,승인통계,토지소유현황,15.개인 토지의 연령별 소유현황(종료),https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=25&hFormId=5743
토지,승인통계,토지소유현황,15.개인 토지의 연령별 소유현황(종료),https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=25&hFormId=5744
토지,승인통계,토지소유현황,15.개인 토지의 연령별 소유현황_시군구,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=25&hFormId=6227
토지,승인통계,토지소유현황,16.개인 토지의 성별 연령별 소유현황,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=25&hFormId=6076
토지,승인통계,토지소유현황,16.개인 토지의 성별 연령별 소유현황_시군구,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=25&hFormId=6228
토지,승인통계,토지소유현황,17.소유자 거주지별 토지소유 면적현황(물건소재지 기준),https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=25&hFormId=6073
토지,승인통계,토지소유현황,17.소유자 거주지별 토지소유 면적현황(물건소재지 기준) 시군구,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=25&hFormId=6229
토지,승인통계,토지소유현황,17.소유자 거주지별 토지소유 면적현황(물건소재지 기준)(종료),https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=25&hFormId=5745
토지,승인통계,토지소유현황,18.소유자 거주지별 토지소유 면적현황(소유자주소지 기준),https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=25&hFormId=6070
토지,승인통계,토지소유현황,18.소유자 거주지별 토지소유 면적현황(소유자주소지 기준) 시군구,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=25&hFormId=6230
토지,승인통계,토지소유현황,18.소유자 거주지별 토지소유 면적현황(소유자주소지 기준)(종료),https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=25&hFormId=5746
토지,승인통계,토지소유현황,19.소유자 거주지별 토지소유 가액현황(물건소재지 기준),https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=25&hFormId=6071
